Ward name,West End,Knightsbridge,Bromley,Croydon,Ealing,Shepherds Bush,Wood Green,Harrow,Romford,Uxbridge,Hounslow,Kingston,Ilford,Sutton,Barking,Edgware,Bexleyheath,Wembley,Kilburn,Orpington,Camden Town,Southall,Enfield Town,Eltham,Woolwich,Dalston,Fulham,Hammersmith,Chiswick,Angel,Nags Head,Kensington High Street ,King's Road (east),Brixton,Streatham,Catford,Lewisham,Wimbledon,East Ham,Stratford,Richmond,Peckham,Canary Wharf,Walthamstow,Clapham Junction,Putney,Tooting,Wandsworth,Queensway/ Westbourne Grove
Bromley - Penge and Cator,13762.648916723996,13594.638115081938,3202.5347415267697,5783.858370737613,25003.77232175417,17089.52061353605,21563.0397269458,28711.284843400183,23777.733247105494,34638.21585728938,24300.394864334612,18581.138236564948,18126.94534734785,12341.509536418613,16111.634207923467,27984.478771208192,12868.116575755563,24583.037735962585,18022.13812478293,9575.166273710318,16387.321245632913,26448.20488922519,27317.886858059035,7596.69223882464,11386.477987689364,15690.730731271462,13986.578585118292,16113.055557820584,18472.155730127855,14900.637737882395,12312.529290303451,15222.016225078647,13002.378239188001,8212.244957245093,6683.6129251177545,4121.909252589567,3954.1538563471554,13069.048987989008,14709.806474875377,15892.469361455223,19676.75603446455,7732.210771673578,10804.89183204063,20237.39825275996,11456.476909541238,14031.275785598029,9478.58235131931,11654.872039206983,15967.731398129274
Bromley - Petts Wood and Knoll,22000.670812175023,22449.348461770263,6428.28060633335,13247.964592504488,34328.355878855364,26238.521502056323,28180.245095796334,37705.92620115682,23098.29507074229,44024.69000552561,33641.40093640269,27581.386335587584,20080.436864162573,19964.184522377316,17856.505795171175,36219.333988839295,9129.152146948603,33664.91800785399,26572.431052370513,197.4068174487069,24347.355421537257,35846.4176957295,32948.59529351141,8772.896276644218,12701.509580486232,22134.844980778424,23293.130018293105,25379.22548833736,27845.119186697157,22334.932134969404,19210.90156169113,24291.34119804829,22121.442062857543,17256.45540658241,16087.722453780365,10902.117967120956,10238.693315288749,22229.710415540118,17142.52544276233,20443.81712141064,29065.58672112407,15628.208734129013,16460.2084013794,24969.53111100546,20768.28865489733,23437.799986974078,18752.04180886197,21042.05398955992,24795.025336148923
Bromley - Plaistow and Sundridge,16759.059128925444,17182.264507467233,1439.8231399482418,9764.82696478265,29160.28517793977,21005.938531611082,23336.53052423656,32439.796502943354,21452.71101911104,38916.374903161224,28861.86893948454,23216.26428734521,16961.1042990705,16584.41197705184,14763.087519559027,31009.88370522631,8919.90927859989,28410.398642594293,21310.891918913305,5459.729463100705,19153.97247990208,30771.835145923545,28471.130910215925,5146.754471009482,9529.90140277341,17278.74638773135,18134.909859324125,20191.18660883142,22736.869452911025,17229.740881797487,14190.444010784164,19044.997429915762,16890.568631766233,12028.932317777153,11211.816706999816,5667.72176367696,5021.208842710318,17702.890046963323,13687.134170157375,16196.117566687144,24189.863055192884,10385.664583937058,11710.842930651308,20742.816360085344,15624.040276122549,18419.24706122447,14099.729478178653,15979.5016872305,19525.364436047355
Bromley - Shortlands,16036.373679356762,16121.079556353014,982.3353493584896,7552.0059784875675,27732.514227074407,19744.725962793505,23290.37436989154,31319.959794762566,23164.4328341151,37391.476806282844,27041.30406673367,21194.312033107555,18201.349158057805,14376.302556725654,16058.391016964462,30319.90554081528,11074.414943044772,27220.26429951221,20444.285512229326,6812.43315193827,18571.369098595085,29205.82191416655,28747.714159967298,6684.6575306482855,10957.75447885834,17285.35327552246,16703.552975223618,18814.76141262698,21218.768033931883,16865.084995234156,14021.689765451045,17841.850513547655,15638.115929799973,10796.224271280273,9444.67684531471,5323.911634681746,4824.272622272106,15734.207722787316,14835.00969582318,16794.2692395213,22433.52068487824,9762.70364729923,11965.67064907768,21286.367284874133,14173.626271035502,16792.19800052504,12184.200262448292,14406.382504202074,18491.588137158702
Bromley - West Wickham,17540.429676062406,17191.183153320773,3882.7837850519354,5786.952538376521,28065.420446024964,20448.118635114188,25388.90469256037,32119.36895212682,26075.0400086629,37488.82060487894,26587.18277462512,20242.859118951877,21073.70747775425,12535.346954254248,18947.01871941162,31700.111860177305,13676.583010239836,27945.11641104135,21697.241396024714,7571.603887102079,20190.117854074324,29274.549569273295,31081.35730103587,9599.63927701685,13872.463140359772,19485.73051906262,17183.256903743095,19346.18163889391,21460.890197098794,18737.937968708105,16125.52571406707,18668.927866305443,16438.155868375372,11796.606773093677,9534.499290876072,7663.631034191756,7304.347913773968,15038.814863748265,17690.59442653647,19406.058087270114,22174.343583422793,11569.906511036548,14427.058085526734,23838.477249371896,14686.86855863634,16902.522745010592,11750.304309304476,14685.52207638444,19552.357458386774
Camden - Belsize,4521.590391801179,5555.845629836825,20326.755750192067,19844.559927518923,12171.272378752607,6164.574806832571,6751.871702883861,12410.678695606835,24264.746176543285,21423.269729143532,17145.71989833605,17692.773520225473,17032.348236946567,20921.3213641952,17037.314785935778,9788.669653162406,23824.66262308737,9339.837647518883,1982.3853337213175,26634.776350728942,2184.8820197096966,14956.031117108769,13032.706648508825,18850.02973890493,17706.715719260515,6893.803292724787,8265.155172931096,7430.871980170679,9588.456164368521,4684.531102445986,7862.963566292471,5775.334521448757,7113.598700188952,10447.227800352915,13833.25447689103,15554.905813857094,16207.933083375665,14946.490430876554,15740.903355478193,11507.630327260287,13452.720167479942,10847.225870760274,11216.549363681715,11489.090857497109,9318.404358818014,10362.504514439717,14247.787922081265,10252.707194146658,4021.63913773985
Camden - Bloomsbury,794.4585986799234,3566.384312790336,15780.124324247781,16007.271404263098,15043.943485421523,7107.558471935293,8657.82643692485,16528.709919006986,21889.858740312324,24794.038634496992,18410.21433437791,17046.816158489622,14478.620345502732,18196.967832519138,13971.516816180574,14353.08418726458,19594.710992832384,12965.922100553262,5034.860721079313,22066.115420058937,2539.9968853006326,17528.21528952487,15102.148441853791,14397.03532208518,13683.996584078472,4900.382792869754,7098.529629074143,7556.573417148387,10496.357552807482,2100.4829233565874,3869.267904726657,5446.516386715291,5150.813881079243,6468.840056678203,10155.887258610037,10989.28256649986,11640.338144882284,13051.869295829918,12479.814360005003,9043.08407697478,13994.840371610202,6294.0910484951155,7136.903027286038,10813.019708948745,6817.734519970676,9159.160478411119,11350.355779033744,7974.56072646026,4439.947891469336
Camden - Camden Town with Primrose Hill,2987.8040027905745,4421.755907220324,18773.950031872653,18468.695340962535,12987.159160564222,6064.330035759325,7195.249791711704,13749.330786479266,23439.62129113855,22476.554121864796,17388.32004164634,17276.76233865155,16117.248805836072,19868.19754802803,15961.468828214518,11343.056373084379,22395.847971074818,10448.7180074528,2504.3506262022133,25081.659628126217,862.4992092206905,15673.568449342094,13659.835547486497,17343.614350572003,16336.772452302173,5957.863611474595,7523.879796793299,7088.124982814901,9602.006944571594,3402.573313015542,6447.029141561003,5171.964717141599,6088.157411264672,9003.437359966323,12480.91524556252,14000.567792055985,14653.969581566129,14107.950132613321,14597.740818616276,10565.882813606278,13401.076282874865,9293.153578929496,9808.39597953333,11118.150257613033,8221.0433271485,9670.244940092702,13108.311619812206,9236.778788542311,3497.3753719817073
Camden - Cantelowes,3354.445907245029,5651.8912529010595,18369.707017095174,18918.95755976505,14810.312202787562,7912.655383630964,5886.198721269579,15184.273606275603,21595.65996775655,24189.38534516216,19270.805512698073,18925.1192961475,14306.45195561166,20908.07150491243,14251.363405477774,12045.9803288844,21179.034072308346,12115.61172859502,4333.526008599118,24487.32251489826,1114.2538655658334,17528.945915409222,12386.68247294735,16395.05332866472,14998.675025994726,4139.023989900817,9032.786067857107,8844.755855844343,11455.939771399451,2024.2488655339512,5281.010256711734,6837.645807370575,7364.209905430266,9379.39312774928,13048.525444493614,13514.70619230518,14137.48051991126,15440.28641127463,12946.344130626221,8762.670977718373,15225.745186172719,8940.263176641112,8579.441042111399,9247.041179651284,9335.622256334398,11181.240854051379,14074.933409335323,10434.420996565317,5264.90935224811
Camden - Fortune Green,6149.46240131579,6597.976750960511,21970.830015756044,21019.50421556332,10718.273754309923,5960.483273991477,7465.227132515705,10573.991965953874,25877.01955346146,19732.25656372156,16230.827429878784,17532.054572527693,18714.75722713974,21573.731608297745,18802.4820722657,8174.880353378351,25671.659129887747,7652.893731783074,2055.2856736210038,28339.497101938552,4026.348252163498,13572.291893291756,13329.538280826444,20661.79998008848,19556.620754673375,8640.126975282938,8698.991742316166,7426.874894822707,9065.88634879955,6533.259116514942,9709.460509690727,6192.860612781296,7945.360650110935,11806.673816164128,14999.150720453634,17246.062290021822,17907.11322997561,15352.95390779756,17536.333431923613,13223.546616648797,12914.527320358347,12522.49861368047,13065.074624129085,12833.941111897091,10170.003548569128,10665.922503403652,15077.750298131457,10973.6047738644,4560.415477260007
Camden - Frognal and Fitzjohns,4428.344681952901,5860.17627671146,20106.204146157506,19965.494782963582,12977.765613825919,6882.052161357182,6055.825030232084,13060.81451917321,23474.449040219086,22183.31568188131,17942.552210248396,18349.10787289293,16261.966546507247,21297.533668348377,16309.981999596701,10080.754881608515,23288.77524934876,10096.776977690199,2763.7582039584945,26344.815991156425,1805.1775687346976,15768.890225763707,12418.51877006951,18418.00971911451,17125.64483586887,6150.839704883965,8784.500004183179,8090.070527136434,10342.542970059792,4114.802398709648,7350.447384876772,6336.294662700985,7489.296790183177,10490.354333317215,13978.648992846094,15295.153413670383,15937.815941694005,15434.848517370936,15039.164420030846,10749.984250801786,14199.545979986744,10621.352524362135,10680.389019396154,10672.980818546188,9657.604540066302,10908.60110906771,14565.165166427647,10642.098775550754,4590.400276540471
Camden - Gospel Oak,4701.552510374966,6467.091561974187,20109.568022472034,20337.060639981722,13816.961486943346,7762.158168402146,5217.612023941772,13662.356632823836,22684.43609357484,22931.908068080527,18844.09020529216,19186.699295314975,15516.240824816136,21909.99229125916,15642.31092955816,10270.61944728448,22896.60107797999,10850.950757452869,3665.420299746218,26258.179622748725,1971.7025649592506,16625.247685205282,11637.75120644396,18168.885767416108,16680.04077155621,5485.341154963284,9537.742854329012,8938.059201466178,11235.814442242103,3794.243908757291,7047.7588937549235,7128.825399968149,8138.306855495107,10813.822897288335,14388.384127397245,15264.725508276737,15893.198963826087,16149.753394829662,14415.835457454732,10036.158242300451,15089.175431039888,10652.174825488568,10318.00368176642,9791.489310556963,10263.357678360517,11675.77074734514,15135.150037790972,11286.245257566472,5399.4764922604
Camden - Hampstead Town,5100.956638683877,5767.449071856296,20928.433946668814,20161.740997448363,11387.951258396697,5777.967095209097,7225.244321677949,11589.90135049587,25073.441479690526,20595.66887202254,16530.613179352935,17368.889619263733,17854.60705451548,20969.285320772942,17870.389876331476,9192.845092009502,24611.48195118512,8510.642254695662,1561.9749343751987,27280.777015645686,2967.2388564679773,14192.653159410827,13359.09419152881,19587.456336832176,18512.91977147396,7723.981328334127,8180.082826145897,7140.730600443653,9099.835757366809,5498.755671601796,8650.342494087461,5662.32419773407,7221.167844606104,10861.274666029147,14140.234675403963,16189.536139209113,16848.680961299804,14869.634872450863,16574.34368525385,12334.662117242906,12969.832987288071,11468.683216953572,12008.941269667332,12215.965836564894,9446.650328838505,10225.90934678811,14376.631064234978,10317.110186160913,3940.921490197846
Camden - Haverstock,4091.4896916286216,5426.197466623328,19835.760714300322,19573.55941075721,12770.215884744897,6484.841503716063,6477.135336246877,13058.306122680675,23648.83747924885,22062.15609989965,17605.97667900383,17924.500734070913,16401.76190186504,20859.029130033075,16391.077694111762,10306.220210350424,23198.179278258336,9981.293514467383,2431.223231376776,26108.23274407677,1586.483059831232,15537.090578510135,12855.937353034888,18258.47734218832,17068.317325340486,6253.724779651018,8341.627783636643,7669.31773663865,9964.11626272097,4043.7946215966363,7239.661238738721,5897.700979349553,7048.938371843626,10117.198556328629,13579.219712805314,15041.821542527867,15689.679382119872,14990.765165145905,15091.248222957545,10871.482810309368,13814.378335078138,10349.990759292617,10588.121657352658,10959.500681292702,9221.52830321032,10467.173843969156,14132.916014359858,10201.443717931712,4154.530862753532
Camden - Highgate,6328.31737443974,8083.804576423585,21527.732264784583,21969.529246245496,14261.823409112178,9001.856066534703,3949.288140183153,13372.838427111734,22634.522414122777,22989.03919476118,19767.42828688172,20547.8189705138,15658.895283489768,23530.638943846407,16014.474743298986,9245.86581675172,23811.01602267759,11011.158897754429,4779.75640532042,27578.726029779078,3606.151229550417,17136.74571877092,10179.587080494062,19311.98493817953,17526.264698181043,6054.62173881795,11051.71162967998,10286.139889091068,12372.5858434043,5050.093420150697,8215.068974139618,8592.65680585527,9737.069772928146,12438.624721597489,16029.890377968004,16663.28751920153,17276.55652896174,17703.305912762014,14909.826605420309,10339.345300093173,16242.590587963145,12120.701699682784,11351.047911739171,9343.61744793704,11883.824915410352,13171.774248033104,16769.074727253574,12889.458199535356,6841.3523036230345
Camden - Holborn and Covent Garden,1671.5234267769813,4313.850805138442,15085.058438850094,15784.921657962303,16041.349559796517,8052.413708950152,8734.293362824521,17492.20535738408,20988.606219031255,25795.81908559109,19295.65034140706,17678.205695689805,13576.297123086835,18351.609424406448,13012.057510971146,15130.013981402357,18623.125047506714,13959.68112852064,6007.462800744593,21291.12602534344,3253.682761659565,18512.739930454216,15076.338436071544,13484.483356037978,12687.737220686075,4299.105268077307,7792.009347530016,8419.499569609048,11393.724108623845,1848.9426559693375,2871.3568389152824,6322.779578066311,5776.917891827037,6312.152512152924,10062.365509972464,10252.340701024463,10889.785460641026,13470.198219385995,11506.064927531595,8195.965682781409,14822.666967310392,5624.367462175467,6138.309026183064,10271.430317201437,7223.9974659169175,9788.990423142508,11522.753803364973,8399.588958687385,5415.095185929661
